timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-27T22:51:13,codecarbon,5c7af9f7-d447-4526-8eb9-ab3914c7d42b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.58256239999992,0.0001854574289423,4.255312646378938e-06,42.5,2.8376366648035853,11.891552925109863,0.0005144997748611,3.4570027656000146e-05,0.0001439129453224,0.0006929827478395,The Netherlands,NLD,north brabant,,,Windows-11-10.0.22631-SP0,3.12.4,2.8.0,12,13th Gen Intel(R) Core(TM) i7-1355U,1,1 x NVIDIA GeForce RTX 2050,5.6294,51.4621,31.71080780029297,machine,N,1.0
2024-11-27T22:52:01,codecarbon,422eaf4b-2e56-48d2-b202-0b04b60f316e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33.819321500000115,0.0001440084505802,4.258170897375812e-06,42.5,2.8136852001179222,11.891552925109863,0.0003992423106944,2.7181132856000326e-05,0.000111680488788,0.0005381039323385,The Netherlands,NLD,north brabant,,,Windows-11-10.0.22631-SP0,3.12.4,2.8.0,12,13th Gen Intel(R) Core(TM) i7-1355U,1,1 x NVIDIA GeForce RTX 2050,5.6294,51.4621,31.71080780029297,machine,N,1.0
2024-11-28T00:05:35,codecarbon,e8ab660b-0996-4489-a795-63d2008d98a5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.21935050000002,0.00012188675335173938,4.319261471015759e-06,42.5,3.9417480072870688,11.891552925109863,0.0003331340518055557,2.9147523317999812e-05,9.316212289730739e-05,0.0004554436980208629,The Netherlands,NLD,north brabant,,,Windows-11-10.0.22631-SP0,3.12.4,2.8.0,12,13th Gen Intel(R) Core(TM) i7-1355U,1,1 x NVIDIA GeForce RTX 2050,5.6294,51.4621,31.71080780029297,machine,N,1.0
